row_id,Prediction,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value
0,4.206318853756132,,,,,,,,,
1,0.6771971405564344,,,,,,,,,
2,0.8895431138367381,,,,,,,,,
3,37.809322724209274,,,,,,,,,
4,105.86095659990522,+++,is_overnight_shipping,'1',++,avg_trnx_amount_per_item,'214.5997623',++,number_items,'4'
5,17.260933736041228,,,,,,,,,
6,0.41323004743283975,--,number_items,'1',--,cookie_is_seen_before,'1',--,Zipcode,'80537'
7,6.9407342278691875,,,,,,,,,
8,2.086351313533584,,,,,,,,,
9,72.72836156438858,+++,is_overnight_shipping,'1',++,avg_trnx_amount_per_item,'119.05414070000002',++,number_items,'5'
10,12.26550728619122,,,,,,,,,
11,3.777941228636119,,,,,,,,,
12,4.506609419330386,,,,,,,,,
13,0.8777244744313139,,,,,,,,,
14,2.8625157501740826,,,,,,,,,
15,31.32291226629264,,,,,,,,,
16,2.3280260883631305,,,,,,,,,
17,0.6166641522635776,,,,,,,,,
18,2.0020229474293876,,,,,,,,,
19,1.3984203644425635,,,,,,,,,
20,0.7593510576341246,,,,,,,,,
21,0.28939984762554055,---,email_domain,'att.net',--,number_items,'1',--,avg_trnx_amount_per_item,'29.48909431'
22,0.6739717139581807,,,,,,,,,
23,6.62366621216533,,,,,,,,,
24,0.512175606620204,,,,,,,,,
25,14.763158832379103,,,,,,,,,
26,4.702543351117037,,,,,,,,,
27,0.3928887388745383,--,avg_trnx_amount_per_item,'25.57405103',--,is_overnight_shipping,'0',--,email_domain,'gmail.com'
28,2.748265528744722,,,,,,,,,
29,4.925253354571527,,,,,,,,,
30,4.055220189588891,,,,,,,,,
31,3.541083572426468,,,,,,,,,
32,0.8915606220793533,,,,,,,,,
33,10.540674234099411,,,,,,,,,
34,123.01290290967572,+++,is_overnight_shipping,'1',++,avg_trnx_amount_per_item,'207.3633629',--,email_on_file,'1'
35,0.6760437113423636,,,,,,,,,
36,1.4613593575665238,,,,,,,,,
37,0.16682086781746347,---,avg_trnx_amount_per_item,'14.24896734',--,is_promo_code_used,'1',--,number_items,'1'
38,0.3071360081244313,---,email_domain,'att.net',--,avg_trnx_amount_per_item,'25.55164372',++,is_IP_address_masked,'1'
39,12.766020747531806,,,,,,,,,
40,0.896305952275512,,,,,,,,,
41,0.3846509188601199,--,is_promo_code_used,'1',--,is_overnight_shipping,'0',--,email_domain,'gmail.com'
42,2.8512605016462946,,,,,,,,,
43,0.7565635246036423,,,,,,,,,
44,2.7475880102061123,,,,,,,,,
45,11.253904283756544,,,,,,,,,
46,6.988112030798707,,,,,,,,,
47,5.433641812168344,,,,,,,,,
48,5.102320412913026,,,,,,,,,
49,0.5541960098070132,,,,,,,,,
50,1.884970000276317,,,,,,,,,
51,7.790418535065126,,,,,,,,,
52,1.5220460768983137,,,,,,,,,
53,12.467063241067073,,,,,,,,,
54,5.489704845616556,,,,,,,,,
55,1.6561771681123028,,,,,,,,,
56,0.25468746923744184,---,avg_trnx_amount_per_item,'16.05119866',--,is_promo_code_used,'1',--,is_overnight_shipping,'0'
57,47.20944010548432,+++,is_overnight_shipping,'1',--,Zipcode,'85015',++,avg_trnx_amount_per_item,'101.06438409999998'
58,0.6125600408664164,,,,,,,,,
59,10.054469803479996,,,,,,,,,
60,14.564014462613557,,,,,,,,,
61,1.1903663165790066,,,,,,,,,
62,4.473566278902288,,,,,,,,,
63,0.9871113129819354,,,,,,,,,
64,7.549966756133503,,,,,,,,,
65,5.8004793973562006,,,,,,,,,
66,80.8905150261696,++,number_items,'6',++,payment_network,'Amex',++,avg_trnx_amount_per_item,'115.8367492'
67,0.1263605352664132,--,is_promo_code_used,'1',--,number_items,'1',--,is_overnight_shipping,'0'
68,7.615548878688718,,,,,,,,,
69,3.2378299688367536,,,,,,,,,
70,9.040898370656242,,,,,,,,,
71,0.7232504432595352,,,,,,,,,
72,2.4745400177888652,,,,,,,,,
73,4.579175739845886,,,,,,,,,
74,38.09407660792721,,,,,,,,,
75,4.0409212420519784,,,,,,,,,
76,3.4852530207592918,,,,,,,,,
77,0.3318434754541757,++,avs_response_code,'A',--,cookie_is_seen_before,'1',--,avg_trnx_amount_per_item,'28.49567766'
78,15.686145437484756,,,,,,,,,
79,25.180687565712372,,,,,,,,,
80,1.069340784143558,,,,,,,,,
81,127.34953451995425,+++,is_overnight_shipping,'1',++,payment_network,'Amex',--,avg_trnx_amount_per_item,'26.70335648'
82,3.7141923046603353,,,,,,,,,
83,9.706540217387401,,,,,,,,,
84,256.3655392901077,+++,is_overnight_shipping,'1',++,number_items,'7',++,avs_response_code,'A'
85,7.45804558280281,,,,,,,,,
86,1.9347551726653127,,,,,,,,,
87,9.256781622942889,,,,,,,,,
88,0.3335076866449451,---,cookie_is_seen_before,'1',--,email_domain,'gmail.com',--,is_overnight_shipping,'0'
89,5.479177529133738,,,,,,,,,
90,2.202863508688702,,,,,,,,,
91,14.42475977012257,,,,,,,,,
92,10.331552032826382,,,,,,,,,
93,2.2920125833695617,,,,,,,,,
94,8.293334015922971,,,,,,,,,
95,270.4385039154055,+++,is_overnight_shipping,'1',++,avg_trnx_amount_per_item,'125.9880701',++,payment_network,'Amex'
96,4.4223443267761855,,,,,,,,,
97,2.828932931576919,,,,,,,,,
98,0.1498350484539332,---,avg_trnx_amount_per_item,'19.28519543',--,cookie_is_seen_before,'1',--,is_overnight_shipping,'0'
99,2.9468849184405044,,,,,,,,,
100,0.9011313841911691,,,,,,,,,
101,5.955271694059129,,,,,,,,,
102,15.159127945425476,,,,,,,,,
103,120.107984283328,++,payment_network,'Amex',++,avs_response_code,'A',++,email_domain,'yahoo.com'
104,13.936531630163294,,,,,,,,,
105,3.683187915362876,,,,,,,,,
106,0.17736220292335075,---,is_promo_code_used,'1',--,is_overnight_shipping,'0',--,email_domain,'gmail.com'
107,1.3273624798180488,,,,,,,,,
108,1.107891015580058,,,,,,,,,
109,71.43385501075146,+++,is_overnight_shipping,'1',++,number_items,'6',++,email_domain,'outlook.com'
110,11.350908459978426,,,,,,,,,
111,2.855643152990468,,,,,,,,,
112,7.180544362471425,,,,,,,,,
113,0.9140597022230768,,,,,,,,,
114,4.147384551205762,,,,,,,,,
115,4.321751778259602,,,,,,,,,
116,33.201655952317886,,,,,,,,,
117,4.121037503609449,,,,,,,,,
118,3.6350135334150737,,,,,,,,,
119,0.10190722231498361,--,is_promo_code_used,'1',--,cookie_is_seen_before,'1',--,is_overnight_shipping,'0'
120,0.7183492642710099,,,,,,,,,
121,12.647447193591551,,,,,,,,,
122,2.9665710200132986,,,,,,,,,
123,34.51978013480376,,,,,,,,,
124,2.8518528207163185,,,,,,,,,
125,5.325275345354194,,,,,,,,,
126,3.138210342142222,,,,,,,,,
127,28.524909048976042,,,,,,,,,
128,3.4292276887281914,,,,,,,,,
129,6.751567685243244,,,,,,,,,
130,1.7432070407244675,,,,,,,,,
131,56.18261807462357,+++,is_overnight_shipping,'1',++,email_domain,'outlook.com',--,avg_trnx_amount_per_item,'34.60668145'
132,0.4161382753628394,---,is_promo_code_used,'1',--,Zipcode,'85048',--,is_overnight_shipping,'0'
133,15.354060103656135,,,,,,,,,
134,0.1919948241572209,---,avg_trnx_amount_per_item,'22.61521034',--,email_domain,'gmail.com',--,is_overnight_shipping,'0'
135,1.522785635110591,,,,,,,,,
136,3.659182353452295,,,,,,,,,
137,45.40793004749973,+++,is_overnight_shipping,'1',++,email_domain,'yahoo.com',--,email_on_file,'1'
138,1.2134122983234634,,,,,,,,,
139,16.884779217482418,,,,,,,,,
140,5.038112329530289,,,,,,,,,
141,2.462594256956411,,,,,,,,,
142,2.575631420754443,,,,,,,,,
143,14.361398273052863,,,,,,,,,
144,0.919561574807259,,,,,,,,,
145,34.938440116532576,,,,,,,,,
146,6.987087588226491,,,,,,,,,
147,1.277791130603271,,,,,,,,,
148,9.052670946593755,,,,,,,,,
149,29.955425024428695,,,,,,,,,
150,4.288567387339759,,,,,,,,,
151,0.7443696001503682,,,,,,,,,
152,0.8788361947597235,,,,,,,,,
153,1.777240857167793,,,,,,,,,
154,15.41983600300519,,,,,,,,,
155,0.10126262321584732,++,avg_trnx_amount_per_item,'125.3671259',--,is_promo_code_used,'1',--,cookie_is_seen_before,'1'
156,0.2709879616629544,---,email_domain,'att.net',--,is_promo_code_used,'1',--,is_overnight_shipping,'0'
157,9.907752506012194,,,,,,,,,
158,5.063582814509467,,,,,,,,,
159,23.069707285264606,,,,,,,,,
160,33.615375084950166,,,,,,,,,
161,1.8827182687320527,,,,,,,,,
162,3.1969874138273564,,,,,,,,,
163,3.742576627728315,,,,,,,,,
164,6.014287068297214,,,,,,,,,
165,2.533618361141696,,,,,,,,,
166,2.817455751622159,,,,,,,,,
167,16.95801015342177,,,,,,,,,
168,1.2737502138814187,,,,,,,,,
169,16.712024569215973,,,,,,,,,
170,6.7064721160935346,,,,,,,,,
171,3.626235771182675,,,,,,,,,
172,4.840134312879953,,,,,,,,,
173,10.299972867069625,,,,,,,,,
174,33.84618289844866,,,,,,,,,
175,3.666702482090421,,,,,,,,,
176,34.92139801278486,,,,,,,,,
177,1.6600248181825568,,,,,,,,,
178,38.96111936000087,+++,is_overnight_shipping,'1',---,email_domain,'att.net',++,avg_trnx_amount_per_item,'91.72779638'
179,2.1615174691582184,,,,,,,,,
180,2.2197186006616834,,,,,,,,,
181,1.28488448380905,,,,,,,,,
182,0.8267517306711192,,,,,,,,,
183,71.1267655504853,+++,is_overnight_shipping,'1',++,avs_response_code,'N',--,email_on_file,'1'
184,4.421920858003081,,,,,,,,,
185,8.869482181872767,,,,,,,,,
186,59.470187518899884,+++,avg_trnx_amount_per_item,'164.0228256',++,number_items,'5',--,email_domain,'gmail.com'
187,73.55017220843142,+++,is_overnight_shipping,'1',++,number_session_from_IP_past_24hr,'5',++,avg_trnx_amount_per_item,'77.59667728'
188,13.68457735145444,,,,,,,,,
189,0.761081874483626,,,,,,,,,
190,0.25286841693595047,--,number_items,'1',--,email_domain,'gmail.com',--,is_overnight_shipping,'0'
191,26.927929636009587,,,,,,,,,
192,73.74365766159585,+++,is_overnight_shipping,'1',++,payment_network,'Amex',--,email_on_file,'1'
193,11.203127049960306,,,,,,,,,
194,8.83701526282288,,,,,,,,,
195,13.440435474210467,,,,,,,,,
196,0.4714429754655202,,,,,,,,,
197,0.5877930238207209,,,,,,,,,
198,0.9730084730304476,,,,,,,,,
199,5.881629332813762,,,,,,,,,
200,0.4746446336826506,,,,,,,,,
201,7.212446426712159,,,,,,,,,
202,0.20240546769993373,--,number_items,'1',--,email_domain,'gmail.com',--,is_overnight_shipping,'0'
203,1.18424635438929,,,,,,,,,
204,3.449814542514407,,,,,,,,,
205,0.9916272941178765,,,,,,,,,
206,33.35291358651237,,,,,,,,,
207,5.381875385549295,,,,,,,,,
208,132.75594326739864,+++,is_overnight_shipping,'1',++,avg_trnx_amount_per_item,'118.00208700000002',++,payment_network,'Amex'
209,1.730154742669675,,,,,,,,,
210,2.4693795075152414,,,,,,,,,
211,0.20584204187296418,---,number_items,'1',--,avg_trnx_amount_per_item,'23.35510099',--,is_overnight_shipping,'0'
212,4.215454208211092,,,,,,,,,
213,0.8748203091216215,,,,,,,,,
214,38.19919587101375,,,,,,,,,
215,0.45041975140838036,---,avg_trnx_amount_per_item,'7.955182521',++,payment_network,'Amex',--,is_promo_code_used,'1'
216,9.146112015097419,,,,,,,,,
217,0.8124420678686761,,,,,,,,,
218,1.5129699365201503,,,,,,,,,
219,0.18080728734410542,---,email_domain,'att.net',--,is_promo_code_used,'1',--,is_overnight_shipping,'0'
